DATE,TIME,ADDRESS,MUNICIPALITY,CRIME
3/26/2018,17:12,1348 West Front St,PLAINFIELD,MISSING MINOR
3/26/2018,18:09,702 Webster Pl,PLAINFIELD,CRIMINAL MISCHIEF
3/26/2018,18:30,213 Grant Av,PLAINFIELD,STOLEN AUTOMOBILE
3/26/2018,20:00,100 New St,PLAINFIELD,ROBBERY - STRONG ARM - HIGHWAY
3/26/2018,20:54,248 East 9th St,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
3/27/2018,9:01,615 Pemberton Av,PLAINFIELD,FRAUD
3/27/2018,9:15,123 East 4th St,PLAINFIELD,DISORDERLY CONDUCT
3/27/2018,11:55,248 Orange Pl,PLAINFIELD,POSSESSION OF SYNTHETIC NARCOTIC
3/27/2018,12:18,949 South Av,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
3/27/2018,12:51,621 Belvidere Av,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
3/27/2018,15:39,433 West 2nd St,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
3/27/2018,17:47,1421 Edwin Pl,PLAINFIELD,POSSESSION OF MARIJUANA
3/27/2018,18:49,614 New St,PLAINFIELD,SIMPLE ASSAULT
3/27/2018,21:30,932 West 3rd St,PLAINFIELD,SIMPLE ASSAULT
3/28/2018,0:22,205 Liberty St,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
3/28/2018,7:26,734 Watchung Av,PLAINFIELD,LARCENY OVER $200 - FROM AUTO/NOT PARTS
3/28/2018,10:59,700 West 4th St,PLAINFIELD,POSSESSION OF OPIUM/COCAINE/HEROIN
3/28/2018,11:41,700 West 4th St,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
3/28/2018,12:30,30 Dekalb Av,PLAINFIELD,FRAUD
3/28/2018,13:16,606 Crescent Av,PLAINFIELD,MISSING MINOR
3/28/2018,16:35,812 Leland Av,PLAINFIELD,ASSAULT - OTHER DANGEROUS WEAPON
3/28/2018,16:46,217 Prescott Pl,PLAINFIELD,SIMPLE ASSAULT
3/28/2018,18:10,417 West 6th St,PLAINFIELD,CRIMINAL MISCHIEF
3/28/2018,22:37,201 Liberty St,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
3/28/2018,23:17,577 West 3rd St,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
3/29/2018,3:26,500 East Front St,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
3/29/2018,3:35,North Plainfield/null,OTHER,OFFENSES NOT COVERED BY OTHER CLASSES
3/29/2018,9:39,123 West 7th St,PLAINFIELD,MISSING ADULT
3/29/2018,10:05,1350 Myrtle Av,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
3/29/2018,10:08,1404 West Front St,PLAINFIELD,FORCIBLE ENTRY - NONRESIDENCE - UNKNOWN
3/29/2018,11:48,1210 North Av,PLAINFIELD,SIMPLE ASSAULT
3/29/2018,15:09,443 East 6th St,PLAINFIELD,LARCENY OVER $200 - BICYCLE
3/29/2018,15:21,1111 Putnam Av,PLAINFIELD,LARCENY UNDER $50 - OTHER
3/29/2018,16:13,14 Netherwood Av,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
3/29/2018,19:22,704 South Av,PLAINFIELD,SIMPLE ASSAULT
3/29/2018,21:28,323 Leland Av,PLAINFIELD,FRAUD
3/29/2018,21:47,Emma St && Myrtle Av,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
3/29/2018,22:34,Nj/watchung,OTHER,OFFENSES NOT COVERED BY OTHER CLASSES
3/30/2018,0:24,200 West 2nd St,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
3/30/2018,1:13,New St && Orchard Pl,PLAINFIELD,POSSESSION OF SYNTHETIC NARCOTIC
3/30/2018,1:17,East 9th St && Park Av,PLAINFIELD,DRIVING WHILE INTOXICATED /ALCOHOL/DRUGS
3/30/2018,1:39,100 Watchung Av,PLAINFIELD,CRIMINAL MISCHIEF
3/30/2018,10:25,Essex County Jail,OTHER,OFFENSES NOT COVERED BY OTHER CLASSES
3/30/2018,10:41,1147 South Av,PLAINFIELD,FRAUD
3/30/2018,13:28,300 Central Av,PLAINFIELD,FRAUD
3/30/2018,14:01,100 North Av,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
3/30/2018,14:08,111 East 6th St,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
3/30/2018,14:44,111 East 6th St,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
3/30/2018,16:34,428 East 6th St,PLAINFIELD,SIMPLE ASSAULT
3/30/2018,20:43,217 East 4th St,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
3/30/2018,20:45,335 East 3rd St,PLAINFIELD,CRIMINAL MISCHIEF
3/30/2018,22:57,East 5th St && Richmond St,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
3/30/2018,23:05,Everett Pl && West Front St,PLAINFIELD,POSSESSION OF MARIJUANA
3/31/2018,1:09,Berckman St && South Av,PLAINFIELD,POSSESSION OF MARIJUANA
3/31/2018,2:03,101 East Front St,PLAINFIELD,POSSESSION OF OPIUM/COCAINE/HEROIN
3/31/2018,2:19,652 South Av,PLAINFIELD,CRIMINAL MISCHIEF
3/31/2018,2:51,713 Liberty St,PLAINFIELD,SIMPLE ASSAULT
3/31/2018,3:05,735 Park Av,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
3/31/2018,3:40,East 6th St && Franklin Pl,PLAINFIELD,DRIVING WHILE INTOXICATED /ALCOHOL/DRUGS
3/31/2018,3:49,East 2nd St && Watchung Av,PLAINFIELD,DRIVING WHILE INTOXICATED /ALCOHOL/DRUGS
3/31/2018,11:11,314 Plainfield Av,PLAINFIELD,FRAUD
3/31/2018,14:59,600 East Front St,PLAINFIELD,POSSESSION OF OPIUM/COCAINE/HEROIN
3/31/2018,17:31,100 Stelle Av,PLAINFIELD,POSSESSION OF OPIUM/COCAINE/HEROIN
3/31/2018,17:38,234 West Front St,PLAINFIELD,SIMPLE ASSAULT
3/31/2018,18:59,772 Kensington Av,PLAINFIELD,LARCENY OVER $200 - OTHER
3/31/2018,23:08,1322 East 3rd St,PLAINFIELD,POSSESSION OF MARIJUANA
4/1/2018,1:24,Rock Av && South 2nd St,PLAINFIELD,POSSESSION OF MARIJUANA
4/1/2018,17:59,413 Liberty St,PLAINFIELD,POSSESSION OF MARIJUANA
4/1/2018,18:35,815 Kensington Av,PLAINFIELD,CRIMINAL MISCHIEF
4/1/2018,18:35,144 East 7th St,PLAINFIELD,CRIMINAL MISCHIEF
4/1/2018,19:23,136 Pemberton Av,PLAINFIELD,LARCENY OVER $200 - OTHER
4/1/2018,20:01,Central Av && West 6th St,PLAINFIELD,SIMPLE ASSAULT
4/1/2018,20:19,214 Evona Av,PLAINFIELD,DRIVING WHILE INTOXICATED /ALCOHOL/DRUGS
4/1/2018,23:28,1001-1011 Edgewood Av,PLAINFIELD,CRIMINAL MISCHIEF
4/2/2018,1:52,508 Central Av,PLAINFIELD,CRIMINAL MISCHIEF
4/2/2018,10:20,836 Webster Pl,PLAINFIELD,LARCENY OVER $200 - FROM BUILDINGS
4/2/2018,13:25,205 Stelle Av,PLAINFIELD,MISSING MINOR
4/2/2018,14:00,422 East 2nd St,PLAINFIELD,POSSESSION OF MARIJUANA
4/2/2018,19:37,746 West 8th St,PLAINFIELD,FRAUD
4/2/2018,20:09,735 Park Av,PLAINFIELD,POSSESSION OF MARIJUANA
4/3/2018,0:54,419 East 6th St,PLAINFIELD,ASSAULT - FIREARM
4/3/2018,10:29,1634-60 Myrtle Av,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
4/3/2018,17:29,50 Compton Av,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
4/3/2018,17:49,1022 Rose St,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
4/3/2018,20:03,East 5th St && Richmond St,PLAINFIELD,POSSESSION OF MARIJUANA
4/3/2018,22:57,300 New St,PLAINFIELD,POSSESSION OF MARIJUANA
4/4/2018,2:07,910 West 7th St,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
4/4/2018,3:28,648 West 3rd St,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
4/4/2018,7:35,1224 South End Pkwy,PLAINFIELD,CRIMINAL MISCHIEF
4/4/2018,11:37,248 East 9th St,PLAINFIELD,CRIMINAL MISCHIEF
4/4/2018,12:17,12 Johannis Pl,PLAINFIELD,SIMPLE ASSAULT
4/4/2018,19:20,234 West Front St,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
4/4/2018,21:51,1117 West 3rd St,PLAINFIELD,ASSAULT - FIREARM
4/5/2018,1:19,1144 South Av,PLAINFIELD,LARCENY UNDER $50 - FROM BUILDINGS
4/5/2018,11:48,142 Sumner Av,PLAINFIELD,SIMPLE ASSAULT
4/5/2018,15:10,North Plainfield,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
4/5/2018,15:25,735 Park Av,PLAINFIELD,LARCENY UNDER $50 - OTHER
4/5/2018,16:20,123 West 7th St,PLAINFIELD,MISSING ADULT
4/5/2018,18:18,1105 West 5th St,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
4/5/2018,20:13,538 West 7th St,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
4/5/2018,22:30,346 Franklin Pl,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
4/5/2018,22:51,82 Deborah Ct,PLAINFIELD,SIMPLE ASSAULT
4/5/2018,22:53,205 Liberty St,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
4/6/2018,0:05,300 West 7th St,PLAINFIELD,ROBBERY - KNIFE - RESIDENCE
4/6/2018,8:52,300 New St,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
4/6/2018,10:20,601 West 4th St,PLAINFIELD,POSSESSION OF MARIJUANA
4/6/2018,10:35,631a West 4th St,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
4/6/2018,12:15,658 Essex St,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
4/6/2018,15:04,East 2nd St && Roosevelt Av,PLAINFIELD,SIMPLE ASSAULT
4/6/2018,18:02,948 Pine St,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
4/6/2018,18:15,427 Orchard Pl,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
4/6/2018,23:55,Plainfield Av && South 2nd St,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
4/7/2018,1:09,365 Sly St/ Newark Nj,OTHER,OFFENSES NOT COVERED BY OTHER CLASSES
4/7/2018,1:54,662 South Av,PLAINFIELD,ROBBERY - KNIFE - MISCELLANEOUS
4/7/2018,2:11,1150 South Av,PLAINFIELD,SIMPLE ASSAULT
4/7/2018,8:42,715 South Av,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
4/7/2018,8:55,1314 Highland Av,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
4/7/2018,9:48,400 West Front St,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
4/7/2018,13:35,450 Orchard Pl,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
4/7/2018,13:46,933 East Front St,PLAINFIELD,SIMPLE ASSAULT
4/7/2018,14:32,319 Franklin Pl,PLAINFIELD,CRIMINAL MISCHIEF
4/7/2018,17:03,1144 South Av,PLAINFIELD,SIMPLE ASSAULT
4/7/2018,18:23,927 Field Av,PLAINFIELD,LARCENY UNDER $50 - OTHER
4/7/2018,20:00,301 Watchung Av,PLAINFIELD,DRIVING WHILE INTOXICATED /ALCOHOL/DRUGS
4/7/2018,20:12,231 Johnston Av,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
4/7/2018,20:51,317 East 5th St,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
4/7/2018,21:00,116 Garfield Av,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
4/8/2018,3:01,195 North Av,PLAINFIELD,SIMPLE ASSAULT
4/8/2018,9:50,10 Dekalb Av,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
4/8/2018,10:22,823 West 3rd St,PLAINFIELD,POSSESSION OF MARIJUANA
4/8/2018,12:16,100 East 2nd St,PLAINFIELD,ASSAULT - KNIFE OR CUTTING INSTRUMENT
4/8/2018,13:40,920 West 3rd St,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
4/8/2018,13:50,642 West 7th St,PLAINFIELD,LARCENY OVER $200 - FROM AUTO/NOT PARTS
4/8/2018,14:34,916 Putnam Av,PLAINFIELD,LARCENY UNDER $50 - FROM BUILDINGS
4/8/2018,17:33,332 East Front St,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
4/8/2018,19:22,123 East 4th St,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
4/8/2018,20:03,East 5th St && Richmond St,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
4/8/2018,21:35,1165 West 7th St,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
4/8/2018,21:40,1200 East Front St,PLAINFIELD,POSSESSION OF MARIJUANA
4/9/2018,0:22,241 East 2nd St,PLAINFIELD,SIMPLE ASSAULT
4/9/2018,0:28,Central Av && West Front St,PLAINFIELD,SIMPLE ASSAULT
4/9/2018,0:32,315 East 5th St,PLAINFIELD,SIMPLE ASSAULT
4/9/2018,9:01,61 Everett Pl,PLAINFIELD,LARCENY OVER $200 - FROM AUTO/NOT PARTS
4/9/2018,9:06,234 West Front St,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
4/9/2018,15:39,739 West 4th St,PLAINFIELD,SIMPLE ASSAULT
4/9/2018,17:05,7 Watchung Av,PLAINFIELD,LRCNY BTWN $50 & $200 - FROM BUILDINGS
4/9/2018,21:07,Central Av && West 4th St,PLAINFIELD,ROBBERY - STRONG ARM - HIGHWAY
4/10/2018,2:00,601 West 7th St,PLAINFIELD,POSSESSION OF OPIUM/COCAINE/HEROIN
4/10/2018,11:16,308 East 6th St,PLAINFIELD,CRIMINAL MISCHIEF
4/10/2018,11:31,1452 Mccrea Pl,PLAINFIELD,FRAUD
4/10/2018,11:37,300 Liberty St,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
4/10/2018,12:03,127 East 6th St,PLAINFIELD,STOLEN AUTOMOBILE
4/10/2018,14:19,,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
4/10/2018,16:07,1200 South Av,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
4/10/2018,16:16,933 Watchung Av,PLAINFIELD,POSSESSION OF MARIJUANA
4/10/2018,20:56,Pond Pl && West 3rd St,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
4/10/2018,21:16,900 West 3rd St,PLAINFIELD,CRIMINAL MISCHIEF
4/10/2018,21:20,916 West 3rd St,PLAINFIELD,MISSING MINOR
4/10/2018,22:53,Melrose Pl && Melrose Av,PLAINFIELD,POSSESSION OF MARIJUANA
4/11/2018,1:50,125 New St,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
4/11/2018,6:41,1326 Chetwynd Av,PLAINFIELD,CRIMINAL MISCHIEF
4/11/2018,7:32,1105 North Av,PLAINFIELD,FORCIBLE ENTRY - NONRESIDENCE - NIGHT
4/11/2018,9:22,726 West 4th St,PLAINFIELD,LARCENY OVER $200 - FROM AUTO/NOT PARTS
4/11/2018,17:31,East Front St && Roosevelt Av,PLAINFIELD,SIMPLE ASSAULT
4/11/2018,19:26,1009 West 3rd St,PLAINFIELD,LARCENY OVER $200 - OTHER
4/11/2018,21:09,332 East Front St,PLAINFIELD,SIMPLE ASSAULT
4/11/2018,23:49,900 East Front St,PLAINFIELD,POSSESSION OF MARIJUANA
4/12/2018,11:56,841 East Front St,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
4/12/2018,12:54,945 Central Av,PLAINFIELD,LARCENY UNDER $50 - OTHER
4/12/2018,13:47,Hillsbou Police,OTHER,OFFENSES NOT COVERED BY OTHER CLASSES
4/12/2018,17:58,Berckman St && East 6th St,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
4/12/2018,20:36,New St && West 4th St,PLAINFIELD,POSSESSION OF OPIUM/COCAINE/HEROIN
4/12/2018,21:44,905 South Av,PLAINFIELD,SIMPLE ASSAULT
4/12/2018,23:36,Plainfield Av && West 3rd St,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
4/12/2018,23:58,722 St Marys Av,PLAINFIELD,SIMPLE ASSAULT
4/13/2018,1:57,100 Depot Pk,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
4/13/2018,7:25,418 East 2nd St,PLAINFIELD,FORCIBLE ENTRY - NONRESIDENCE - UNKNOWN
4/13/2018,9:18,513 West 6th St,PLAINFIELD,LARCENY UNDER $50 - FROM BUILDINGS
4/13/2018,10:04,213 West 7th St,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
4/13/2018,14:04,19 Madison Av,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
4/13/2018,14:37,1027 Field Av,PLAINFIELD,LRCNY BTWN $50 & $200 - OTHER
4/13/2018,16:13,333 Park Av,PLAINFIELD,LRCNY BTWN $50 & $200 - BICYCLES
4/13/2018,18:09,1441 Prospect Av,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
4/13/2018,18:22,North Plainfieeld,OTHER,OFFENSES NOT COVERED BY OTHER CLASSES
4/13/2018,18:44,1227 East Front St,PLAINFIELD,FRAUD
4/13/2018,20:23,1356 East 3rd St,PLAINFIELD,UNLAWFUL ENTRY - RESIDENCE - DAY
4/13/2018,22:19,1356 East 3rd St,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
4/13/2018,22:43,208 West Front St,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
4/13/2018,23:01,427 John St,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
4/14/2018,0:27,523 West 3rd St,PLAINFIELD,CRIMINAL MISCHIEF
4/14/2018,0:35,227 Grant Av,PLAINFIELD,CRIMINAL MISCHIEF
4/14/2018,1:17,1227 East Front St,PLAINFIELD,POSSESSION OF OPIUM/COCAINE/HEROIN
4/14/2018,2:24,227 Grant Av,PLAINFIELD,CRIMINAL MISCHIEF
4/14/2018,9:00,511 West 3rd St,PLAINFIELD,CRIMINAL MISCHIEF
4/14/2018,9:50,312 Grant Av,PLAINFIELD,CRIMINAL MISCHIEF
4/14/2018,13:36,229 Grant Av,PLAINFIELD,SIMPLE ASSAULT
4/14/2018,14:30,443 East 6th St,PLAINFIELD,LRCNY BTWN $50 & $200 - BICYCLES
4/14/2018,14:58,500 West 5th St,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
4/14/2018,19:01,615 Plainfield Av,PLAINFIELD,SIMPLE ASSAULT
4/14/2018,19:21,108 Watchung Av,PLAINFIELD,LARCENY OVER $200 - FROM BUILDINGS
4/14/2018,20:51,141 Garfield Av,PLAINFIELD,SIMPLE ASSAULT
4/15/2018,14:22,721 Watchung Av,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
4/15/2018,15:05,109 East 9th St,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
4/15/2018,15:50,600 West Front St,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
4/15/2018,16:31,108 Church St,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
4/15/2018,18:34,946 Madison Av,PLAINFIELD,LARCENY OVER $200 - OTHER
4/15/2018,20:01,949 Central Av,PLAINFIELD,LRCNY BTWN $50 & $200 - OTHER
4/15/2018,21:59,248 East 9th St,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
4/15/2018,22:02,Rushmore Av && West 3rd St,PLAINFIELD,POSSESSION OF MARIJUANA
4/16/2018,6:31,1171 West Front St,PLAINFIELD,ASSAULT - OTHER DANGEROUS WEAPON
4/16/2018,8:08,606 Crescent Av,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
4/16/2018,9:15,981 Madison Av,PLAINFIELD,LRCNY BTWN $50 & $200 - FROM AUTOS
4/16/2018,9:21,1413 Linbarger Av,PLAINFIELD,FRAUD
4/16/2018,10:28,365 Emerson Av,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
4/16/2018,10:44,1350 Myrtle Av,PLAINFIELD,CRIMINAL MISCHIEF
4/16/2018,14:07,500 Stelle Av,PLAINFIELD,LARCENY OVER $200 - FROM AUTO/NOT PARTS
4/16/2018,14:11,Lee Pl && West 3rd St,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
4/16/2018,17:48,428 West 4th St,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
4/16/2018,18:20,714 St Marys Av,PLAINFIELD,LARCENY UNDER $50 - FROM BUILDINGS
4/16/2018,20:01,200 East 2nd St,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
4/16/2018,22:09,604 Berckman St,PLAINFIELD,AGGRAVATED ASSAULT
4/17/2018,7:18,1207 Cameron Av,PLAINFIELD,CRIMINAL MISCHIEF
4/17/2018,10:35,920 East 7th St,PLAINFIELD,SIMPLE ASSAULT
4/17/2018,11:32,334 Garfield Av,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
4/17/2018,14:45,123 East 4th St,PLAINFIELD,POSSESSION OF MARIJUANA
4/17/2018,17:05,200 East Front St,PLAINFIELD,POSSESSION OF MARIJUANA
4/17/2018,18:05,339 Park Av,PLAINFIELD,SIMPLE ASSAULT
4/17/2018,19:53,1413 Myrtle Av,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
4/18/2018,7:14,1350 East Front St,PLAINFIELD,FORCIBLE ENTRY - NONRESIDENCE - NIGHT
4/18/2018,8:08,1630 South 2nd St,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
4/18/2018,10:38,933 Cedarbrook Rd,PLAINFIELD,FRAUD
4/18/2018,11:06,800 Park Av,PLAINFIELD,POSSESSION OF MARIJUANA
4/18/2018,11:34,365 Emerson Av,PLAINFIELD,SIMPLE ASSAULT
4/18/2018,12:25,509 East 3rd St,PLAINFIELD,LARCENY UNDER $50 - OTHER
4/18/2018,13:12,819 Field Av,PLAINFIELD,UNLAWFUL ENTRY - RESIDENCE - UNKNOWN
4/18/2018,14:25,132 East Front St,PLAINFIELD,SIMPLE ASSAULT
4/18/2018,15:29,201 West 4th St,PLAINFIELD,SIMPLE ASSAULT
4/18/2018,19:46,735 Central Av,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
4/18/2018,19:44,1251 Milton Pl,PLAINFIELD,SIMPLE ASSAULT
4/18/2018,19:49,1356 East 3rd St,PLAINFIELD,CRIMINAL MISCHIEF
4/18/2018,20:38,Nj/Middlesex Co,OTHER,OFFENSES NOT COVERED BY OTHER CLASSES
4/18/2018,21:30,George St && Leland Av,PLAINFIELD,DISORDERLY CONDUCT
4/18/2018,22:09,East 6th St && Park Av,PLAINFIELD,POSSESSION OF OPIUM/COCAINE/HEROIN
4/18/2018,22:26,515 West 7th St,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
4/19/2018,9:37,1404 West Front St,PLAINFIELD,LARCENY OVER $200 - OTHER
4/19/2018,15:30,600 Park Av,PLAINFIELD,LARCENY UNDER $50 - SHOPLIFTING
4/19/2018,18:58,1051 Arlington Av,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
4/19/2018,21:35,Berckman St && East 7th St,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
4/20/2018,5:24,1350 Myrtle Av,PLAINFIELD,LARCENY OVER $200 - FROM AUTO/NOT PARTS
4/20/2018,7:04,130 East 2nd St,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
4/20/2018,8:40,730 Central St,PLAINFIELD,UNLAWFUL ENTRY - NONRESIDENCE - NIGHT
4/20/2018,9:36,606 Crescent Av,PLAINFIELD,POSSESSION OF MARIJUANA
4/20/2018,11:33,Park Av && West 5th St,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
4/20/2018,13:43,23 Emma St,PLAINFIELD,CRIMINAL MISCHIEF
4/20/2018,15:36,661 West 8th St,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
4/20/2018,16:48,121 Elmwood Pl,PLAINFIELD,LRCNY BTWN $50 & $200 - OTHER
4/21/2018,3:31,618 West Front St,PLAINFIELD,SIMPLE ASSAULT
4/21/2018,10:50,1022 Rose St,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
4/21/2018,11:11,1414 Martine Av,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
4/21/2018,11:20,1350 Myrtle Av,PLAINFIELD,CRIMINAL MISCHIEF
4/21/2018,13:10,1400 West 3rd St,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
4/21/2018,14:45,1227 East Front St,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
4/21/2018,14:59,739 Leland Av,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
4/21/2018,17:23,Netherwood Av && North Av,PLAINFIELD,WEAPONS CARRY POSSESSION USE FIREARM
4/21/2018,23:47,300 East 5th St,PLAINFIELD,DRIVING WHILE INTOXICATED /ALCOHOL/DRUGS
4/22/2018,0:26,248 East 9th St,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
4/22/2018,1:07,448 West 6th St,PLAINFIELD,SIMPLE ASSAULT
4/22/2018,1:19,1227 East Front St,PLAINFIELD,FRAUD
4/22/2018,2:39,300 West Front St,PLAINFIELD,SIMPLE ASSAULT
4/22/2018,2:49,216 East 6th St,PLAINFIELD,SIMPLE ASSAULT
4/22/2018,3:35,108 Church St,PLAINFIELD,LARCENY OVER $200 - FROM BUILDINGS
4/22/2018,5:33,216 East 6th St,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
4/22/2018,7:33,Shrewsbury Twp Police,OTHER,OFFENSES NOT COVERED BY OTHER CLASSES
4/22/2018,14:09,29 Andover Av,PLAINFIELD,LARCENY OVER $200 - OTHER
4/22/2018,14:54,208 Muhlenberg Pl,PLAINFIELD,SIMPLE ASSAULT
4/22/2018,15:30,729 Kensington Av,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
4/22/2018,16:43,East 4th St && Watchung Av,PLAINFIELD,SIMPLE ASSAULT
4/22/2018,17:08,825 Park Av,PLAINFIELD,SIMPLE ASSAULT
4/22/2018,18:03,806 East 2nd St,PLAINFIELD,CRIMINAL MISCHIEF
4/22/2018,19:52,666 West 7th St,PLAINFIELD,SIMPLE ASSAULT
4/22/2018,20:12,1120 Myrtle Av,PLAINFIELD,SIMPLE ASSAULT
4/22/2018,20:50,300 New St,PLAINFIELD,SIMPLE ASSAULT
4/22/2018,21:14,704 West Front St,PLAINFIELD,CRIMINAL MISCHIEF
4/23/2018,11:55,Liberty St && West Front St,PLAINFIELD,SIMPLE ASSAULT
4/23/2018,12:34,1120 Myrtle Av,PLAINFIELD,LARCENY OVER $200 - OTHER
4/23/2018,15:09,332 East Front St,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
